Planet Name,Planet Letter,Host Name,TIC ID,Gaia DR3 ID,Discovery Year,Discovery Method,Discovery Facility,Discovery Locale,Number of stars,Number of planets,Reference,ADS link,Last Updated,Planet Mass [Mjup],Planet Mass - Upper Unc [Mjup],Planet Mass - Lower Unc [Mjup],Relative Mass Error,Planet Msin(i) [Mjup],Planet Msin(i) - Upper Unc [Mjup],Planet Msin(i) - Lower Unc [Mjup],Planet Radius [Rjup],Planet Radius - Upper Unc [Rjup],Planet Radius - Lower Unc [Rjup],Relative Radius Error,Orbital Period [days],Orbital Period - Upper Unc [days],Orbital Period - Lower Unc [days],Orbit Semi-Major axis [au],Orbit Semi-Major axis - Upper Unc [au],Orbit Semi-Major axis - Lower Unc [au],Source of the Orbit Semi-Major axis,Eccentricity,Eccentricity - Upper Unc,Eccentricity - Lower Unc,Eccentricity Upper Limit Flag,Insolation Flux [Earth Flux],Insolation Flux - Upper Unc [Earth Flux],Insolation Flux - Lower Unc [Earth Flux],Equilibrium Temperature [K],Equilibrium Temperature - Upper Unc [K],Equilibrium Temperature - Lower Unc [K],Inclinaison [deg],Inclinaison - Upper Unc [deg],Inclinaison - Lower Unc [deg],Projected Obliquity [deg],Projected Obliquity - Upper Unc [deg],Projected Obliquity - Lower Unc [deg],Projected Obliquity Reference,Epoch of Periastron [days],Epoch of Periastron - Upper Unc [days],Epoch of Periastron - Lower Unc [days],Argument of Periastron [deg],Argument of Periastron - Upper Unc [deg],Argument of Periastron - Lower Unc [deg],Impact parameter,Impact parameter - Upper Unc,Impact parameter - Lower Unc,Source of the Impact parameter,Transit Depth [%],Transit Depth - Upper Unc [%],Transit Depth - Lower Unc [%],Source of the Transit Depth,Transit Duration [hrs],Transit Duration - Upper Unc [hrs],Transit Duration - Lower Unc [hrs],Transit Midpoint [days],Transit Midpoint - Upper Unc [days],Transit Midpoint - Lower Unc [days],Measured Radial Velocity Semi-Amplitude [m/s],Measured Radial Velocity Semi-Amplitude - Upper Unc [m/s],Measured Radial Velocity Semi-Amplitude - Lower Unc [m/s],Spectral Type,Stellar Effective Temperature [K],Stellar Effective Temperature - Upper Unc [K],Stellar Effective Temperature - Lower Unc [K],Stellar Radius [Rsun],Stellar Radius - Upper Unc [Rsun],Stellar Radius - Lower Unc [Rsun],Stellar Mass [Msun],Stellar Mass - Upper Unc [Msun],Stellar Mass - Lower Unc [Msun],Stellar Metallicity [dex],Stellar Metallicity - Upper Unc [dex],Stellar Metallicity - Lower Unc [dex],Stellar Metallicity Ratio,Stellar Luminosity [log(Lsun)],Stellar Luminosity - Upper Unc [log(Lsun)],Stellar Luminosity - Lower Unc [log(Lsun)],Stellar Surface Gravity [log(cm/s**2)],Stellar Surface Gravity - Upper Unc [log(cm/s**2)],Stellar Surface Gravity - Lower Unc [log(cm/s**2)],Stellar Age [Gyr],Stellar Age - Upper Unc [Gyr],Stellar Age - Lower Unc [Gyr],Stellar Rotational Velocity [km/s],Stellar Rotational Velocity - Upper Unc [km/s],Stellar Rotational Velocity - Lower Unc [km/s],Stellar Rotational Period [days],Stellar Rotational Period - Upper Unc [days],Stellar Rotational Period - Lower Unc [days],V Mag,V Mag - Upper Unc,V Mag - Lower Unc,J Mag,J Mag - Upper Unc,J Mag - Lower Unc,K Mag,K Mag - Upper Unc,K Mag - Lower Unc,Distance [pc],Distance - Upper Unc [pc],Distance - Lower Unc [pc],Right Ascension [deg],Right Ascension - Error [deg],Declinaison [deg],Declinaison - Error [deg],Parallax [mas],Parallax Error [mas],Radial Velocity [km/s],Radial Velocity - Error [km/s],Teff [K] (Gaia DR3),Teff - Upper Unc [K] (Gaia DR3),Teff - Lower Unc [K] (Gaia DR3),[Fe/H] [dex] (Gaia DR3),[Fe/H] - Upper Unc [dex] (Gaia DR3),[Fe/H] - Lower Unc [dex] (Gaia DR3),Stellar Luminosity [log(Lsun)] (Gaia DR3),Stellar Luminosity - Upper Unc [log(Lsun)] (Gaia DR3),Stellar Luminosity - Lower Unc [log(Lsun)] (Gaia DR3),log(g) [log(cm/s**2)] (Gaia DR3),log(g) - Upper Unc [log(cm/s**2)] (Gaia DR3),log(g) - Lower Unc [log(cm/s**2)] (Gaia DR3),Stellar Age [Gyr] (Gaia DR3),Stellar Age - Upper Unc [Gyr] (Gaia DR3),Stellar Age - Lower Unc [Gyr] (Gaia DR3),Expected Radial Velocity Semi-Amplitude [m/s] - Computation,Planet Density [g/cm**3] - Computation,Planet Density - Upper Unc [g/cm**3] - Computation,Planet Density - Lower Unc [g/cm**3] - Computation,Insolation Flux [Earth Flux] - Computation,Insolation Flux - Upper Unc [Earth Flux] - Computation,Insolation Flux - Lower Unc [Earth Flux] - Computation,Equilibrium Temperature [K] - Computation,Equilibrium Temperature - Upper Unc [K] - Computation,Equilibrium Temperature - Lower Unc [K] - Computation,Transmission Spectroscopy Metric (TSM) - Computation,Emission Spectroscopy Metric (ESM) - Computation
K2-111 b,b,K2-111,1,5,2017,Transit,K2,Space,1,2,Bonomo et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract,2023-04-17,0.01756,0.00233,0.0023,0.1318337129840547,0.01753,0.00233,0.0023,0.162,0.01,0.008,0.0555555555555555,5.3518,0.0004,0.0004,0.0565,0.00045,0.00045,Reference,0.1,,,1,490.0,30.0,30.0,1309.0,19.0,19.0,86.43,0.37,0.21,,,,Reference,,,,,,,0.605,0.064,0.037,Reference,0.018,0.002,0.002,Reference,,,,2457100.0768,0.0019,0.0019,2.3,0.3,0.3,G2V,5775.0,70.0,70.0,1.25,0.02,0.02,0.84,0.02,0.02,-0.46,0.05,0.05,[Fe/H],,,,,,,13.5,0.4,0.9,,,,,,,11.13,0.034,0.034,9.768,0.023,0.023,9.377,0.021,0.021,196.4069976806641,1.026702880859375,0.9738922119140624,59.89032635978607,0.0208206716924905,21.298521348429876,0.0134947346523404,5.035355572432337,0.0223953872919082,-16.61117172241211,0.3283580541610718,5450.263671875,52.48388671875,50.509765625,-1.0469000339508057,0.0720000267028808,0.0683000087738037,0.1361841559410095,0.0085401062614171,0.0088738594204187,4.218699932098389,0.0099000930786132,0.011199951171875,,,,2.3,5.121976808733975,1.1668627485859293,1.0128507161927405,428.63,7.75,7.82,1266.0,6.0,6.0,12.190645624004196,1.3473423934461253
K2-114 b,b,K2-114,3,6,2017,Transit,K2,Space,1,1,Ikwut-Ukwa et al. 2020,https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract,2022-02-15,2.01,0.12,0.12,0.0597014925373134,2.00981,0.11999,0.11999,0.932,0.031,0.031,0.0332618025751072,11.3909311,3.4e-06,3.4e-06,0.0943,0.0014,0.0012,Reference,0.081,0.031,0.03,0,40.0,3.3,3.1,701.0,14.0,14.0,89.21,0.22,0.14,,,,Reference,,,,-51.0,21.0,13.0,0.361,0.067,0.1,Reference,0.01352,0.00033,0.00036,Reference,3.97,0.029,0.029,2457664.30683,0.00016,0.00017,,,,K3V,4920.0,68.0,69.0,0.82,0.02,0.02,0.86,0.04,0.03,0.41,0.036,0.037,[Fe/H],-0.445,0.037,0.038,4.54,0.03,0.03,7.2,4.3,4.5,,,,,,,14.55,0.217,0.217,12.835,0.024,0.024,12.304,0.029,0.029,484.4158020019531,29.260772705078125,6.174713134765625,127.88291015367912,0.0189703684300184,11.922254670917782,0.0137446485459804,2.086038492064166,0.0231977589428424,53.72317123413086,3.434791326522827,4884.5751953125,11.07666015625,13.13525390625,0.5972999930381775,0.0157999992370605,0.0224999785423278,-0.4442951679229736,0.010876221941219,0.0097328964620828,4.518700122833252,0.0058999061584472,0.0324001312255859,,,,201.1,3.0789771093697134,0.3580281901226378,0.3580281901226378,40.56,1.29,1.11,702.0,6.0,5.0,5.808725814547601,8.788072102165183
K2-115 b,b,K2-115,7,6,2017,Transit,K2,Space,1,1,Shporer et al. 2017,http://adsabs.harvard.edu/abs/2017AJ....154..188S,2018-10-24,0.84,0.18,0.2,0.2261904761904762,0.83982,0.17996,0.19996,1.115,0.057,0.061,0.052914798206278,20.273034,3.6e-05,3.7e-05,0.1367,0.0012,0.001,Reference,0.137,0.072,0.074,0,,,,682.0,22.0,24.0,88.82,0.15,0.15,,,,Reference,,,,104.0,41.0,52.0,0.702,0.047,0.053,Reference,1.696,0.259,0.268,Reference,4.0296,0.0648,0.1104,2457157.15701,0.00025,0.00025,,,,G7V,5560.0,56.0,58.0,0.88,0.05,0.05,0.83,0.02,0.02,-0.22,0.035,0.036,[Fe/H],,,,4.46,0.06,0.04,10.7,1.7,4.2,,,,,,,13.444,0.114,0.114,12.108,0.021,0.021,11.724,0.018,0.018,392.05419921875,33.762298583984375,5.68670654296875,126.55350240116964,0.0144941471517086,12.281847963793613,0.010223900899291,2.452778656244861,0.016332633793354,-14.797229766845703,2.5795178413391118,5704.08544921875,75.8798828125,27.43408203125,-0.1715999990701675,0.0957999974489212,0.0329000055789947,-0.1681145876646042,0.0059272974784402,0.0071508237160742,4.555600166320801,0.015899658203125,0.0285000801086425,,,,71.53,0.7514720352706552,0.1980220032185558,0.2173125926582764,36.68,0.77,0.71,685.0,4.0,3.0,28.18320200717289,11.526324246073468
K2-131 b,b,K2-131,1,3,2017,Transit,K2,Space,1,1,Bonomo et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract,2023-04-17,0.02486,0.00409,0.00409,0.164521319388576,0.02477,0.00409,0.00409,0.151,0.008,0.005,0.043046357615894,0.3693038,9.1e-06,9.1e-06,0.00936,0.00014,0.00014,Reference,0.0,,,0,4070.0,280.0,280.0,2223.0,37.0,37.0,85.0,9.0,10.0,,,,Reference,,,,,,,0.231,0.414,0.46,Reference,0.042,0.005,0.003,Reference,,,,2457582.936,0.0011,0.0011,8.0,1.3,1.3,K2V,5120.0,71.0,71.0,0.76,0.01,0.01,0.8,0.03,0.03,-0.04,0.07,0.07,[Fe/H],,,,,,,5.3,4.9,3.7,,,,9.19,0.07,0.07,12.129,0.092,0.092,10.57,0.026,0.026,10.051,0.026,0.026,153.7987060546875,0.63128662109375,0.5537109375,182.75139844406323,0.0177925825119018,-9.765239854505507,0.0145987914875149,6.47855092085001,0.0212359838187694,-5.750527381896973,0.8070353865623474,5071.83837890625,8.59375,9.32177734375,-0.0988999977707862,0.0090999975800514,0.0091999992728233,-0.444953441619873,0.0066890508747738,0.00687598856166,4.554100036621094,0.002699851989746,0.0034999847412109,3.3606691360473637,1.8870515823364256,1.8697843551635744,8.14,8.954233642463606,2.0483348063051143,1.720873552154009,4097.27,125.59,125.76,2227.0,17.0,17.0,22.935871408840352,6.683215529105129
K2-132 b,b,K2-132,1,3,2017,Transit,K2,Space,1,1,Jones et al. 2018,https://ui.adsabs.harvard.edu/abs/2018A&A...613A..76J/abstract,2019-08-23,0.495,0.0068,0.0063,0.0132323232323232,0.48319,0.0067,0.00622,1.089,0.006,0.006,0.0055096418732782,9.1708,0.0025,0.0025,0.0916,0.0006,0.0006,Reference,0.29,0.049,0.049,0,,,,1586.0,10.0,10.0,77.46,0.47,0.51,,,,Reference,,,,82.6,4.0,4.2,1.041,0.041,0.044,Reference,0.074,0.002,0.002,Reference,,,,2457608.5289,0.0087,0.0087,,,,K3V,4878.0,70.0,70.0,4.11,0.05,0.05,1.19,0.04,0.04,-0.11,0.05,0.05,[Fe/H],0.943,0.009,0.01,3.35,0.15,0.15,5.5,0.4,0.4,3.36,0.25,0.25,,,,12.071,0.069,0.069,10.153,0.022,0.022,9.54,0.023,0.023,,,,182.166262665281,0.0183562189340591,-8.74721838058407,0.0148970559239387,1.6218625503279889,0.0213516969233751,10.155517578125,0.3456182181835174,,,,,,,,,,,,,,,,43.47,0.4753130075295074,0.0102155903197454,0.0099155904596422,1092.16,24.26,24.72,1600.0,9.0,9.0,11.739093709692968,9.595468427003576
K2-136 c,c,K2-136,1,1,2017,Transit,K2,Space,2,3,Mayo et al. 2023,https://arxiv.org/abs/2304.02779,2023-04-10,0.05695,0.00598,0.00566,0.1021949078138718,,,,0.268,0.012,0.012,0.044776119402985,17.30713,0.00027,0.00027,0.1185,0.002,0.0021,Reference,0.047,0.062,0.034,0,11.91,0.57,0.53,470.0,,,,,,,,,Reference,,,,124.0,99.0,99.0,0.31,0.11,0.14,Reference,0.164,0.021,0.021,Reference,3.449,0.039,0.031,2457812.7177,0.00086,0.00085,5.49,0.54,0.52,K5V,4500.0,125.0,75.0,0.68,0.03,0.03,0.74,0.04,0.04,-0.02,0.08,0.08,[M/H],-0.777,0.014,0.013,4.68,0.1,0.1,0.65,0.07,0.07,3.0,0.5,0.5,15.0,1.0,1.0,11.101,0.057,0.057,9.096,0.022,0.022,8.368,0.019,0.019,59.32720184326172,0.0637969970703125,0.1123008728027343,67.4128739855634,0.0164387580007314,22.88256246495492,0.0087180025875568,16.98181159135447,0.0189119484275579,39.722755432128906,0.3749114573001861,4550.01025390625,0.35009765625,0.32958984375,0.7494999766349792,0.0006999969482421,0.0013999938964843,-0.7471947073936462,0.0120006188686516,0.0123415784910321,4.654699802398682,0.0019001960754394,0.0016999244689941,2.259711980819702,2.5078413486480717,2.0597119331359863,,3.6689980938422018,0.6255618046686058,0.6130803670114672,12.76,0.46,0.48,526.0,5.0,5.0,33.07581026157316,2.9893634640043647
K2-138 c,c,K2-138,4,2,2017,Transit,K2,Space,1,6,Lopez et al. 2019,https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract,2021-03-12,0.01985,0.00356,0.00387,0.1871536523929471,0.01984,0.00356,0.00387,0.205,0.011,0.008,0.0463414634146341,3.56004,0.00012,0.00011,0.04461,0.0003,0.00038,Reference,0.045,0.051,0.032,0,,,,,,,88.1,0.7,0.7,,,,Reference,,,,200.0,60.0,27.0,0.369,0.13,0.136,Reference,0.06,0.008,0.005,Reference,2.38,0.05,0.06,2457740.32182,0.00087,0.00089,2.78,0.5,0.55,G9V,5356.3,41.8,13.1,0.86,0.03,0.02,0.94,0.02,0.02,0.14,0.04,0.04,[M/H],,,,4.54,0.02,0.04,2.8,3.8,1.7,,,,,,,12.246,0.092,0.092,10.756,0.021,0.021,10.305,0.021,0.021,200.5675048828125,0.62750244140625,0.6472015380859375,348.9490309753654,0.0128374928608536,-10.84974062910182,0.013021339662373,4.9437133897150325,0.0149955265223979,0.7663000822067261,0.4942976832389831,5281.33544921875,11.9091796875,12.7158203125,0.139500007033348,0.0126999914646148,0.0131000131368637,-0.2939873933792114,0.005303716804577,0.0053604342974722,4.534599781036377,0.0050001144409179,0.0054998397827148,7.857165813446045,1.7197861671447754,1.74495267868042,2.76,2.857308069636696,0.6885923197998022,0.6497872450888235,255.62,3.74,4.58,1113.0,4.0,5.0,25.7508654071296,2.5411339522244254
K2-138 d,d,K2-138,4,2,2017,Transit,K2,Space,1,6,Lopez et al. 2019,https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract,2021-03-12,0.02492,0.00437,0.00425,0.1729534510433386,0.02492,0.00437,0.00425,0.213,0.009,0.007,0.0375586854460093,5.40479,0.00021,0.00021,0.05893,0.0004,0.0005,Reference,0.043,0.041,0.03,0,,,,,,,89.0,0.6,0.6,,,,Reference,,,,83.0,82.0,38.0,0.241,0.159,0.152,Reference,0.065,0.007,0.005,Reference,2.7,0.07,0.07,2457743.15989,0.00091,0.00093,3.03,0.52,0.52,G9V,5356.3,41.8,13.1,0.86,0.03,0.02,0.94,0.02,0.02,0.14,0.04,0.04,[M/H],,,,4.54,0.02,0.04,2.8,3.8,1.7,2.7,1.5,1.5,,,,12.246,0.092,0.092,10.756,0.021,0.021,10.305,0.021,0.021,200.5675048828125,0.62750244140625,0.6472015380859375,348.9490309753654,0.0128374928608536,-10.84974062910182,0.013021339662373,4.9437133897150325,0.0149955265223979,0.7663000822067261,0.4942976832389831,5281.33544921875,11.9091796875,12.7158203125,0.139500007033348,0.0126999914646148,0.0131000131368637,-0.2939873933792114,0.005303716804577,0.0053604342974722,4.534599781036377,0.0050001144409179,0.0054998397827148,7.857165813446045,1.7197861671447754,1.74495267868042,3.01,3.1979183236784845,0.69196165745131,0.6299667382591001,146.47,2.15,2.61,968.0,4.0,4.0,20.010674246733764,2.055991424014485
K2-138 e,e,K2-138,4,2,2017,Transit,K2,Space,1,6,Lopez et al. 2019,https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract,2021-03-12,0.04081,0.00623,0.00626,0.1530262190639549,0.0408,0.00623,0.00626,0.302,0.014,0.01,0.0397350993377483,8.26146,0.00021,0.00022,0.0782,0.00053,0.00066,Reference,0.077,0.048,0.049,0,,,,,,,88.6,0.3,0.3,,,,Reference,,,,180.0,40.0,44.0,0.468,0.096,0.126,Reference,0.13,0.015,0.011,Reference,2.97,0.05,0.05,2457740.64558,0.00085,0.00081,4.31,0.67,0.67,G9V,5356.3,41.8,13.1,0.86,0.03,0.02,0.94,0.02,0.02,0.14,0.04,0.04,[M/H],,,,4.54,0.02,0.04,2.8,3.8,1.7,2.7,1.5,1.5,,,,12.246,0.092,0.092,10.756,0.021,0.021,10.305,0.021,0.021,200.5675048828125,0.62750244140625,0.6472015380859375,348.9490309753654,0.0128374928608536,-10.84974062910182,0.013021339662373,4.9437133897150325,0.0149955265223979,0.7663000822067261,0.4942976832389831,5281.33544921875,11.9091796875,12.7158203125,0.139500007033348,0.0126999914646148,0.0131000131368637,-0.2939873933792114,0.005303716804577,0.0053604342974722,4.534599781036377,0.0050001144409179,0.0054998397827148,7.857165813446045,1.7197861671447754,1.74495267868042,4.29,1.8374008193329636,0.3794396144749873,0.3357853831614463,83.35,1.25,1.51,841.0,3.0,4.0,30.73868234488721,3.007048618383518
K2-139 b,b,K2-139,1,4,2017,Transit,K2,Space,1,1,Barragan et al. 2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1765B/abstract,2018-10-24,0.387,0.083,0.075,0.2041343669250646,0.38699,0.083,0.075,0.808,0.034,0.033,0.0414603960396039,28.38236,0.00026,0.00026,0.179,0.021,0.027,Reference,0.12,0.12,0.08,0,,,,565.0,48.0,32.0,89.62,0.25,0.36,,,,Reference,,,,124.0,175.0,79.0,0.3,0.21,0.19,Reference,0.932,0.102,0.1,Reference,4.89,0.08,0.22,2457325.81714,0.00033,0.00033,,,,G9V,5340.0,110.0,110.0,0.86,0.03,0.03,0.92,0.03,0.03,0.22,0.08,0.08,[Fe/H],,,,4.5,0.09,0.09,1.8,0.3,0.3,,,,,,,11.652,0.02,0.02,10.177,0.022,0.022,9.66,0.023,0.023,152.03990173339844,0.322296142578125,0.3112945556640625,289.0667123828809,0.0142671056091785,-17.910716201924394,0.0116012310609221,6.5371913506917965,0.0147967394441366,-30.881250381469727,0.3765183091163635,5208.0458984375,8.04052734375,11.1728515625,0.154799997806549,0.0093000084161758,0.0104999989271163,-0.2903535664081573,0.0047202648541168,0.0048651471734046,4.503399848937988,0.0027003288269042,0.0025000572204589,13.417922973632812,0.0820770263671875,1.821340560913086,27.31,0.9097771450143192,0.2264110535558108,0.2085953617038751,16.11,3.79,4.86,558.0,33.0,42.0,48.31480198984942,9.288131700452388
K2-140 b,b,K2-140,3,3,2017,Transit,K2,Space,1,1,Korth et al. 2019,http://adsabs.harvard.edu/abs/2019MNRAS.482.1807K,2021-07-12,0.93,0.04,0.04,0.043010752688172,0.92959,0.03998,0.03998,1.21,0.09,0.09,0.0743801652892562,6.569188,3.1e-05,3.1e-05,0.068,0.001,0.001,Reference,0.0,,,0,204.0,10.0,10.0,962.0,28.0,28.0,88.3,0.1,0.1,0.5,9.7,9.7,Rice et al. 2021,,,,90.0,,,0.42,0.04,0.04,Reference,1.557,0.002,0.002,Reference,3.81,0.04,0.04,2457588.28509,5e-05,5e-05,,,,G6V,5585.0,120.0,120.0,1.06,0.07,0.06,0.96,0.06,0.04,0.1,0.1,0.1,[Fe/H],,,,4.4,0.2,0.2,9.8,3.4,4.6,3.8,0.2,0.2,16.3,0.1,0.1,12.727,0.092,0.092,11.421,0.026,0.026,10.995,0.021,0.021,335.4737854003906,2.12060546875,2.22747802734375,188.1373162687901,0.0143490089103579,-9.607610571542049,0.007435287348926,2.874799975472757,0.0159512814134359,0.7067994475364685,0.8004064559936523,5558.41845703125,29.47900390625,8.64111328125,0.0182000007480382,0.0257999990135431,0.0090000005438923,-0.0406690537929534,0.0048653290259124,0.005163358990103,4.381400108337402,0.0183000564575195,0.0088000297546386,12.672898292541504,0.8271017074584961,1.4255437850952148,103.4,0.6510059792217779,0.1479397383546799,0.1479397383546799,196.93,5.87,5.88,1043.0,8.0,8.0,46.845246713609946,35.39897676658828
K2-141 b,b,K2-141,3,2,2018,Transit,K2,Space,1,2,Bonomo et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract,2023-04-17,0.01564,0.0011,0.00107,0.0693734015345268,0.01561,0.0011,0.00107,0.135,0.004,0.004,0.0296296296296296,0.2803244,1.5e-06,1.5e-06,0.00747,0.0001,0.0001,Reference,0.0,,,0,3260.0,370.0,330.0,2103.0,56.0,56.0,86.3,2.7,3.6,,,,Reference,,,,,,,0.152,0.111,0.148,Reference,0.042,0.003,0.003,Reference,,,,2457744.0716,0.00022,0.00022,6.1,0.39,0.39,K4V,4570.0,100.0,100.0,0.68,0.02,0.02,0.71,0.03,0.03,0.0,0.06,0.06,[Fe/H],,,,,,,6.3,6.6,4.7,,,,15.17,3.63,2.36,11.454,0.023,0.023,9.086,0.021,0.021,8.401,0.023,0.023,62.26459884643555,0.5722999572753906,0.270599365234375,350.9170625673834,0.0157982390373945,-1.1891792403354395,0.0133536551147699,16.13029393685726,0.0175854600965976,-3.139014720916748,0.1977652013301849,4436.61328125,18.93310546875,11.8916015625,0.1589999943971634,0.0919999927282333,0.0601999908685684,-0.7202393412590027,0.0114245099159916,0.01169063616544,4.577400207519531,0.0095000267028808,0.0138001441955566,,,,6.09,7.883037327716385,0.8935308033614047,0.8842278282035422,3412.87,99.35,99.71,2127.0,15.0,16.0,61.5611488849198,15.314272987724944
K2-146 b,b,K2-146,1,6,2018,Transit,K2,Space,1,2,Hamann et al. 2019,http://adsabs.harvard.edu/abs/2019AJ....158..133H,2019-08-09,0.01816,0.00024,0.00024,0.013215859030837,0.01816,0.00024,0.00024,0.183,0.005,0.005,0.0273224043715847,2.6446,6e-05,6e-05,0.02586,0.00026,0.00026,Reference,0.129,0.019,0.019,0,,,,,,,88.93,0.11,0.11,,,,Reference,,,,-64.0,6.0,6.0,0.315,0.034,0.034,Reference,0.325,0.027,0.027,Reference,,,,2458204.5902,0.0005,0.0005,,,,M3V,3385.0,70.0,70.0,0.33,0.01,0.01,0.33,0.01,0.01,,,,,,,,,,,5.0,4.0,2.0,,,,,,,16.7,0.2,0.2,12.183,0.021,0.021,11.37,0.023,0.023,,,,130.02669276034126,0.031719896942377,19.092323666762,0.0188980810344219,12.414316137371696,0.0407813265919685,43.27739334106445,4.499124526977539,,,,,,,,,,,,,,,,5.64,3.6746900616074254,0.3050940708326284,0.3050940708326284,,,,,,,,
K2-146 c,c,K2-146,1,6,2019,Transit,K2,Space,1,2,Hamann et al. 2019,http://adsabs.harvard.edu/abs/2019AJ....158..133H,2019-08-09,0.02358,0.00031,0.00031,0.0131467345207803,0.02356,0.00031,0.00031,0.195,0.006,0.006,0.0307692307692307,4.00498,0.00011,0.00011,0.03411,0.00034,0.00034,Reference,0.075,0.016,0.016,0,,,,,,,87.54,0.04,0.04,,,,Reference,,,,130.0,5.0,5.0,0.954,0.034,0.034,Reference,0.369,0.032,0.032,Reference,,,,2458204.1316,0.0007,0.0007,,,,M3V,3385.0,70.0,70.0,0.33,0.01,0.01,0.33,0.01,0.01,,,,,,,,,,,5.0,4.0,2.0,2.0,,,,,,16.7,0.2,0.2,12.183,0.021,0.021,11.37,0.023,0.023,,,,130.02669276034126,0.031719896942377,19.092323666762,0.0188980810344219,12.414316137371696,0.0407813265919685,43.27739334106445,4.499124526977539,,,,,,,,,,,,,,,,6.33,3.943647659407843,0.3677025162820776,0.3677025162820776,,,,,,,,
K2-161 b,b,K2-161,3,3,2018,Transit,K2,Space,1,1,Brahm et al. 2018,https://doi.org/10.1093/mnras/sty3230,2018-11,0.179,0.02,0.02,0.111731843575419,0.17898,0.02,0.02,0.84,0.011,0.011,0.013095238095238,11.63365,0.0001,0.0001,0.10376,0.00043,0.00051,Reference,0.42,0.03,0.03,0,,,,1066.0,11.0,13.0,89.2,0.57,0.68,,,,Reference,,,,147.0,5.9,6.3,0.187,0.133,0.159,Reference,0.268,0.01,0.01,Reference,,,,2457906.83957,0.00049,0.00049,,,,G8V,5513.0,51.0,51.0,1.669,0.022,0.021,1.104,0.02,0.018,0.26,0.03,0.03,[Fe/H],0.365,0.022,0.021,4.032,0.015,0.015,8.51,0.53,0.48,,,,,,,10.612,0.059,0.059,10.852,0.026,0.026,10.261,0.024,0.024,886.0689697265625,5.3133544921875,3.2613525390625,183.7938490216542,0.0134877674281597,-3.4956935461880074,0.0100200558081269,1.1426360581431123,0.0165270827710628,-20.029748916625977,0.6037182211875916,5272.4912109375,3.94970703125,3.64013671875,0.0498999990522861,0.0001999996602535,0.0001999996602535,0.8899607062339783,0.01149906257409,0.0111538795754313,3.490499973297119,0.0034000873565673,0.0053000450134277,7.952087879180908,1.019174098968506,1.2289328575134275,16.57,0.3745185321548453,0.0443569292561003,0.0443569292561003,794.41,16.57,16.95,1478.0,8.0,8.0,60.4876034874907,18.791010382538943
K2-167 b,b,K2-167,6,2,2018,Transit,K2,Space,1,1,Bonomo et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract,2023-04-17,0.02045,0.00503,0.00472,0.2383863080684596,0.02044,0.00503,0.00472,0.205,0.019,0.012,0.0756097560975609,9.97748,0.0,-0.0,0.091,0.0025,0.0025,Reference,0.47,,,1,317.0,27.0,27.0,1174.0,24.0,24.0,88.6,1.0,2.0,,,,Reference,,,,,,,0.321,0.229,0.458,Reference,0.02,0.004,0.002,Reference,,,,2456979.9368,0.0025,0.0025,1.97,1.1,0.55,F9.5V,6011.0,60.0,60.0,1.49,0.04,0.03,1.01,0.08,0.07,-0.4,0.06,0.06,[Fe/H],,,,,,,7.5,2.4,2.1,,,,,,,8.24,0.03,0.03,7.202,0.021,0.021,6.887,0.034,0.034,80.22550201416016,0.2085952758789062,0.1955032348632812,336.5761340867128,0.0212856661528348,-18.011681002037722,0.020935907959938,12.422411842856778,0.0285831950604915,-17.294527053833008,0.1411301642656326,6012.3125,1.5810546875,1.17822265625,-0.6873000264167786,0.0101000070571899,0.0098999738693237,0.440543383359909,0.0020376087492588,0.0020720358006656,4.141900062561035,0.0016999244689941,0.0016002655029296,6.267170429229736,0.7124729156494141,1.6916775703430176,2.17,2.9436750641849088,1.0927748305098983,0.8537194970183872,333.01,18.31,18.31,1189.0,16.0,16.0,45.70567041769382,4.054670283665524
