Planet Name,Planet Letter,Host Name,TIC ID,Gaia DR3 ID,Discovery Year,Discovery Method,Discovery Facility,Discovery Locale,Number of stars,Number of planets,Reference,ADS link,Last Updated,Planet Mass [Mjup],Planet Mass - Upper Unc [Mjup],Planet Mass - Lower Unc [Mjup],Relative Mass Error,Planet Msin(i) [Mjup],Planet Msin(i) - Upper Unc [Mjup],Planet Msin(i) - Lower Unc [Mjup],Planet Radius [Rjup],Planet Radius - Upper Unc [Rjup],Planet Radius - Lower Unc [Rjup],Relative Radius Error,Orbital Period [days],Orbital Period - Upper Unc [days],Orbital Period - Lower Unc [days],Orbit Semi-Major axis [au],Orbit Semi-Major axis - Upper Unc [au],Orbit Semi-Major axis - Lower Unc [au],Source of the Orbit Semi-Major axis,Eccentricity,Eccentricity - Upper Unc,Eccentricity - Lower Unc,Eccentricity Upper Limit Flag,Insolation Flux [Earth Flux],Insolation Flux - Upper Unc [Earth Flux],Insolation Flux - Lower Unc [Earth Flux],Equilibrium Temperature [K],Equilibrium Temperature - Upper Unc [K],Equilibrium Temperature - Lower Unc [K],Inclinaison [deg],Inclinaison - Upper Unc [deg],Inclinaison - Lower Unc [deg],Projected Obliquity [deg],Projected Obliquity - Upper Unc [deg],Projected Obliquity - Lower Unc [deg],Projected Obliquity Reference,Epoch of Periastron [days],Epoch of Periastron - Upper Unc [days],Epoch of Periastron - Lower Unc [days],Argument of Periastron [deg],Argument of Periastron - Upper Unc [deg],Argument of Periastron - Lower Unc [deg],Impact parameter,Impact parameter - Upper Unc,Impact parameter - Lower Unc,Source of the Impact parameter,Transit Depth [%],Transit Depth - Upper Unc [%],Transit Depth - Lower Unc [%],Source of the Transit Depth,Transit Duration [hrs],Transit Duration - Upper Unc [hrs],Transit Duration - Lower Unc [hrs],Transit Midpoint [days],Transit Midpoint - Upper Unc [days],Transit Midpoint - Lower Unc [days],Measured Radial Velocity Semi-Amplitude [m/s],Measured Radial Velocity Semi-Amplitude - Upper Unc [m/s],Measured Radial Velocity Semi-Amplitude - Lower Unc [m/s],Spectral Type,Stellar Effective Temperature [K],Stellar Effective Temperature - Upper Unc [K],Stellar Effective Temperature - Lower Unc [K],Stellar Radius [Rsun],Stellar Radius - Upper Unc [Rsun],Stellar Radius - Lower Unc [Rsun],Stellar Mass [Msun],Stellar Mass - Upper Unc [Msun],Stellar Mass - Lower Unc [Msun],Stellar Metallicity [dex],Stellar Metallicity - Upper Unc [dex],Stellar Metallicity - Lower Unc [dex],Stellar Metallicity Ratio,Stellar Luminosity [log(Lsun)],Stellar Luminosity - Upper Unc [log(Lsun)],Stellar Luminosity - Lower Unc [log(Lsun)],Stellar Surface Gravity [log(cm/s**2)],Stellar Surface Gravity - Upper Unc [log(cm/s**2)],Stellar Surface Gravity - Lower Unc [log(cm/s**2)],Stellar Age [Gyr],Stellar Age - Upper Unc [Gyr],Stellar Age - Lower Unc [Gyr],Stellar Rotational Velocity [km/s],Stellar Rotational Velocity - Upper Unc [km/s],Stellar Rotational Velocity - Lower Unc [km/s],Stellar Rotational Period [days],Stellar Rotational Period - Upper Unc [days],Stellar Rotational Period - Lower Unc [days],V Mag,V Mag - Upper Unc,V Mag - Lower Unc,J Mag,J Mag - Upper Unc,J Mag - Lower Unc,K Mag,K Mag - Upper Unc,K Mag - Lower Unc,Distance [pc],Distance - Upper Unc [pc],Distance - Lower Unc [pc],Right Ascension [deg],Right Ascension - Error [deg],Declinaison [deg],Declinaison - Error [deg],Parallax [mas],Parallax Error [mas],Radial Velocity [km/s],Radial Velocity - Error [km/s],Teff [K] (Gaia DR3),Teff - Upper Unc [K] (Gaia DR3),Teff - Lower Unc [K] (Gaia DR3),[Fe/H] [dex] (Gaia DR3),[Fe/H] - Upper Unc [dex] (Gaia DR3),[Fe/H] - Lower Unc [dex] (Gaia DR3),Stellar Luminosity [log(Lsun)] (Gaia DR3),Stellar Luminosity - Upper Unc [log(Lsun)] (Gaia DR3),Stellar Luminosity - Lower Unc [log(Lsun)] (Gaia DR3),log(g) [log(cm/s**2)] (Gaia DR3),log(g) - Upper Unc [log(cm/s**2)] (Gaia DR3),log(g) - Lower Unc [log(cm/s**2)] (Gaia DR3),Stellar Age [Gyr] (Gaia DR3),Stellar Age - Upper Unc [Gyr] (Gaia DR3),Stellar Age - Lower Unc [Gyr] (Gaia DR3),Expected Radial Velocity Semi-Amplitude [m/s] - Computation,Planet Density [g/cm**3] - Computation,Planet Density - Upper Unc [g/cm**3] - Computation,Planet Density - Lower Unc [g/cm**3] - Computation,Insolation Flux [Earth Flux] - Computation,Insolation Flux - Upper Unc [Earth Flux] - Computation,Insolation Flux - Lower Unc [Earth Flux] - Computation,Equilibrium Temperature [K] - Computation,Equilibrium Temperature - Upper Unc [K] - Computation,Equilibrium Temperature - Lower Unc [K] - Computation,Transmission Spectroscopy Metric (TSM) - Computation,Emission Spectroscopy Metric (ESM) - Computation
Kepler-65 d,d,Kepler-65,1,2,2012,Transit,Kepler,Space,1,4,Mills et al. 2019,http://adsabs.harvard.edu/abs/2019AJ....157..145M,2019-06-07,0.013,0.0025,0.0025,0.1923076923076923,0.01299,0.0025,0.0025,0.142,0.004,0.003,0.0246478873239436,8.13167,0.00024,0.00021,0.08525,0.00045,0.00045,Reference,0.014,0.016,0.01,0,,,,,,,92.35,0.18,0.16,,,,Reference,,,,,,,-0.522,0.042,0.037,Reference,0.01,0.001,0.001,Reference,,,,2455702.80285,0.00042,0.00037,,,,F8V,6220.0,60.0,60.0,1.44,0.03,0.03,1.25,0.02,0.02,0.13,0.04,0.04,[Fe/H],,,,,,,,,,,,,,,,10.922,0.008,0.008,10.066,0.018,0.018,9.806,0.017,0.017,298.75048828125,1.15740966796875,1.01629638671875,288.6887223756676,0.0096714133396744,41.15110556399753,0.0096025457605719,3.318407206474335,0.0108333658427,-16.880756378173828,0.3468049764633178,6059.03173828125,5.7373046875,3.3818359375,-0.0900000035762786,0.0060000047087669,0.0055999979376792,0.4260222911834717,0.002825380514858,0.002832350321114,4.188199996948242,0.0022997856140136,0.0022997856140136,4.540453910827637,0.6010351181030273,0.6016407012939453,1.13,5.63036382228706,1.1826939220993735,1.1400521700506518,367.01,4.01,4.01,1218.0,3.0,3.0,7.008684008554848,0.5462578678003848
Kepler-68 b,b,Kepler-68,4,2,2013,Transit,Kepler,Space,2,4,Bonomo et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract,2023-04-17,0.02527,0.00211,0.00211,0.0834982192322912,0.02524,0.00211,0.00211,0.21,0.002,0.002,0.0095238095238095,5.39875259,5.2e-07,5.2e-07,0.06135,0.00043,0.00043,Reference,0.09,,,1,441.0,25.0,25.0,1275.0,17.0,17.0,87.23,0.22,0.17,,,,Reference,,,,,,,0.506,0.041,0.031,Reference,0.029,0.001,0.001,Reference,,,,2455006.85878,7.6e-05,7.6e-05,2.83,0.23,0.23,G1V,5847.0,75.0,75.0,1.26,0.01,0.01,1.06,0.02,0.02,0.11,0.06,0.06,[Fe/H],,,,,,,6.84,0.9,1.04,0.5,,,,,,10.077,0.004,0.004,8.975,0.046,0.046,8.588,0.022,0.022,143.97760009765625,1.2042999267578125,0.2781982421875,291.03230868666486,0.00864337105304,49.04021141021865,0.0105647845193743,6.929799951748856,0.0099939620122313,-20.499460220336918,0.2256939709186554,5729.46240234375,15.193359375,11.73291015625,-0.0480000004172325,0.0208999998867511,0.0126999989151954,0.2095718085765838,0.0026715402922322,0.0024067710619419,4.180600166320801,0.0068998336791992,0.0052003860473632,10.748746871948242,1.0949039459228516,1.1087265014648438,2.83,3.383806322253565,0.298625061375544,0.298625061375544,430.47,6.14,6.12,1268.0,5.0,5.0,26.20736157666769,3.1674492312223106
Kepler-7 b,b,Kepler-7,1,2,2009,Transit,Kepler,Space,1,1,Southworth 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417.2166S,2016-01-12,0.425,0.047,0.047,0.1105882352941176,0.42358,0.04684,0.04684,1.602,0.076,0.076,0.0474406991260923,4.8854948,8.2e-06,8.2e-06,0.0613,0.0018,0.0018,Reference,0.0,,,0,,,,1621.0,23.0,23.0,85.31,0.43,0.43,,,,Reference,,,,,,,0.547,0.057,0.057,Reference,0.699,0.087,0.087,Reference,,,,2454967.27598,0.00011,0.00011,,,,G0V,5933.0,50.0,50.0,1.97,0.08,0.08,1.28,0.11,0.11,0.11,0.05,0.05,[Fe/H],,,,3.96,0.02,0.02,4.4,0.8,1.6,,,,,,,13.008,0.103,0.103,11.833,0.02,0.02,11.535,0.02,0.02,891.9456176757812,28.8218994140625,40.00341796875,288.58149231051897,0.0110195288434624,41.08973056538066,0.0109869232401251,1.0318944321892676,0.0121262772008776,-0.2412353456020355,1.3102805614471436,5947.8427734375,26.6416015625,29.52587890625,-0.258899986743927,0.0257999897003173,0.0360000133514404,0.7233608961105347,0.0098159280568483,0.0095111550763249,3.878999948501587,0.0206000804901123,0.0162000656127929,3.3250551223754883,0.4347023963928222,0.3843073844909668,42.99,0.1281915901016164,0.0231048537626009,0.0231048537626009,1407.47,83.8,83.73,1705.0,25.0,25.0,93.13444404497558,31.67117655284501
Kepler-74 b,b,Kepler-74,1,2,2013,Transit,Kepler,Space,1,1,Bonomo et al. 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A.107B/abstract,2019-03-18,0.604,0.088,0.094,0.1506622516556291,0.60341,0.08791,0.09391,0.96,0.02,0.02,0.0208333333333333,7.340711,6e-06,6e-06,0.07813,0.00084,0.00088,Reference,0.32,,,1,,,,,,,87.46,0.07,0.07,,,,Reference,,,,60.0,42.0,31.0,0.665,0.031,0.031,Reference,0.776,0.064,0.064,Reference,,,,2455187.56737,0.00014,0.00014,,,,F9.5V,6000.0,100.0,100.0,1.12,0.04,0.04,1.18,0.04,0.04,0.42,0.11,0.11,,,,,,,,0.8,0.9,0.5,5.0,1.0,1.0,,,,14.487,0.092,0.092,13.306,0.024,0.024,12.958,0.033,0.033,1079.190185546875,15.8941650390625,15.8082275390625,293.0925272355928,0.0117215160280466,41.35550886567322,0.0139604536816477,0.8606794116082134,0.0140531957149505,19.722003936767575,6.717711925506592,5716.775390625,22.68505859375,31.013671875,0.010700000450015,0.0220999997109174,0.0305000003427267,0.2510995864868164,0.0165676070004478,0.0134834283962845,4.177199840545654,0.0184001922607421,0.0169997215270996,11.113666534423828,1.1398601531982422,1.1945171356201172,59.63,0.846606072621155,0.1342168083648497,0.1419843923471636,292.05,7.93,7.67,1151.0,8.0,8.0,14.94637343940635,9.047180532547364
Kepler-75 b,b,Kepler-75,1,2,2013,Transit,Kepler,Space,1,1,Hebrard et al. 2013,http://adsabs.harvard.edu/abs/2013A&A...554A.114H,2014-05-14,9.9,0.5,0.5,0.0505050505050505,9.89878,0.49994,0.49995,1.03,0.06,0.06,0.058252427184466,8.884924,2e-06,2e-06,0.08,0.005,0.005,Reference,0.569,0.01,0.01,0,,,,850.0,40.0,40.0,89.1,0.6,1.0,,,,Reference,2455002.841,0.011,0.011,63.6,1.4,1.4,0.14,0.14,0.14,Reference,1.447,0.214,0.214,Reference,1.872,0.025,0.025,2455002.991,0.0002,0.0002,,,,G9V,5330.0,120.0,120.0,0.88,0.04,0.04,0.88,0.06,0.06,-0.07,0.15,0.15,[Fe/H],,,,4.5,0.1,0.1,6.0,3.0,3.0,3.5,1.5,1.5,19.18,0.25,0.25,15.414,0.046,0.046,13.665,0.021,0.021,13.118,0.029,0.029,786.1185302734375,11.16326904296875,12.1478271484375,291.1376216543287,0.0159244649112224,36.57734395666409,0.0189689677208662,1.2313381395532284,0.0203124210238456,,,5004.75439453125,25.44873046875,26.4267578125,-0.1710000038146972,0.0222000032663345,0.0230000019073486,-0.3095028400421142,0.0181146070733701,0.010917161591351,4.43940019607544,0.0090999603271484,0.0086002349853515,,,,1283.06,11.23522205406134,2.043787492957028,2.043787492957028,93.17,11.79,11.72,865.0,27.0,27.0,1.1621094503789091,9.828310100427515
Kepler-76 b,b,Kepler-76,1,2,2013,Orbital Brightness Modulation,Kepler,Space,1,1,Faigler et al. 2013,http://adsabs.harvard.edu/abs/2013ApJ...771...26F,2014-05-14,2.0,0.26,0.26,0.13,2.0,0.26,0.26,1.25,0.08,0.08,0.064,1.54492875,2.7e-07,2.7e-07,0.02781,0.00154,0.00154,Reference,0.0,,,0,,,,,,,78.0,0.2,0.2,,,,Reference,2456126.77,0.023,0.023,,,,0.944,0.011,0.011,Reference,0.947,0.167,0.167,Reference,,,,2454966.54811,7e-05,7e-05,,,,F6V,6409.0,95.0,95.0,1.32,0.08,0.08,1.2,0.2,0.2,-0.1,0.2,0.2,[m/H],,,,4.2,0.3,0.3,,,,,,,,,,13.474,0.114,0.114,12.343,0.022,0.022,12.092,0.021,0.021,,,,294.192118441847,0.008681564591825,39.6189723033245,0.0096717150881886,1.198017214689346,0.0107334963977336,-4.824599742889404,2.689769506454468,,,,,,,,,,,,,,,,304.24,1.2698665880015687,0.2944447957422852,0.2944447957422852,,,,,,,,
Kepler-77 b,b,Kepler-77,1,2,2013,Transit,Kepler,Space,1,1,Gandolfi et al. 2013,http://adsabs.harvard.edu/abs/2013A&A...557A..74G,2014-05-14,0.43,0.032,0.032,0.0744186046511627,0.42974,0.03198,0.03198,0.96,0.016,0.016,0.0166666666666666,3.57878087,2.3e-07,2.3e-07,0.04501,0.00063,0.00063,Reference,0.0,,,0,,,,1440.0,100.0,120.0,88.0,0.11,0.11,,,,Reference,,,,,,,0.341,0.017,0.017,Reference,0.9849,0.0051,0.0051,Reference,2.93376,0.00336,0.00336,2455095.865727,2.9e-05,2.9e-05,,,,G7V,5520.0,60.0,60.0,0.99,0.02,0.02,0.95,0.04,0.04,0.2,0.05,0.05,[M/H],,,,4.42,0.01,0.01,7.5,2.0,2.0,1.8,1.0,1.0,,,,14.152,0.08,0.08,12.758,0.023,0.023,12.361,0.018,0.018,629.8369750976562,18.12310791015625,5.62115478515625,289.60794276782127,0.0104434117674827,44.345434641938944,0.012409153394401,1.5619798123892,0.0119609665125608,-24.962461471557617,2.8187835216522217,5368.125,30.4521484375,9.451171875,0.1627999991178512,0.0349999964237213,0.0130999982357025,-0.0867142900824546,0.0069275978869258,0.0071626896969974,4.408299922943115,0.0050001144409179,0.0106000900268554,,,,59.08,0.6027162437534713,0.0540368935452429,0.0540368935452429,404.27,11.66,11.68,1248.0,9.0,9.0,37.498097151922266,19.605278253653477
Kepler-78 b,b,Kepler-78,2,2,2013,Transit,Kepler,Space,2,1,Grunblatt et al. 2015,https://ui.adsabs.harvard.edu/abs/2015ApJ...808..127G/abstract,2018-04-25,0.00588,0.00085,0.00082,0.1420068027210884,,,,0.107,0.008,0.008,0.0747663551401869,0.35500744,6e-08,6e-08,0.00922,0.00019,0.00019,Reference,0.0,,,0,,,,,,,,,,,,,Reference,,,,,,,,,,Computation,0.022,0.004,0.004,Reference,,,,,,,,,,K2V,5121.0,44.0,44.0,0.74,0.05,0.05,0.83,0.05,0.05,-0.08,0.04,0.04,[Fe/H],,,,4.61,0.06,0.06,0.625,0.15,0.15,2.6,0.5,0.5,,,,11.717,0.034,0.034,10.184,0.025,0.025,9.586,0.015,0.015,124.02220153808594,0.1885986328125,0.1858978271484375,293.74196171446965,0.00841601844877,44.44824978802664,0.0110831251367926,8.008458310145238,0.0103503698483109,,,5060.94384765625,4.2216796875,4.01318359375,0.0502000004053115,0.0042999982833862,0.0045999996364116,-0.4791816174983978,0.0066408914056202,0.0067177838645875,4.612299919128418,0.0023002624511718,0.0032997131347656,,,,,5.952290693706472,1.588347720156735,1.5721033728874156,3902.62,162.92,162.97,2200.0,23.0,23.0,6.476029213234962,4.307302964348894
Kepler-8 b,b,Kepler-8,1,2,2010,Transit,Kepler,Space,1,1,Bonomo et al. 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A.107B/abstract,2019-03-18,0.56,0.14,0.13,0.2410714285714285,0.557,0.13925,0.1293,1.419,0.056,0.058,0.040169133192389,3.52249905,8.3e-07,8.3e-07,0.04835,0.00083,0.00089,Reference,0.18,,,1,,,,,,,84.07,0.33,0.33,5.0,7.0,7.0,Albrecht et al. 2012,,,,,,,0.721,0.048,0.051,Reference,0.958,0.099,0.11,Reference,,,,2455003.433596,6.4e-05,6.4e-05,,,,F8V,6210.0,150.0,150.0,1.49,0.05,0.06,1.21,0.07,0.06,-0.055,0.03,0.03,[Fe/H],,,,,,,3.8,1.5,1.5,,,,,,,13.598,0.069,0.069,12.576,0.023,0.023,12.293,0.016,0.016,975.7222900390624,13.36260986328125,23.0462646484375,281.28813393906546,0.0087633077055215,42.45109804078359,0.0107168527320027,0.984224132904288,0.0105223208665847,-55.0971794128418,2.9254536628723145,6128.68896484375,16.4443359375,14.802734375,-0.2467000037431717,0.0137000083923339,0.0145999938249588,0.4880449175834656,0.0069015348221946,0.0101470611989498,4.15939998626709,0.0145001411437988,0.0083999633789062,3.9883005619049072,0.546677827835083,0.5445895195007324,66.55,0.2430518776223433,0.0672322783006908,0.0638104245555314,1315.99,46.09,50.25,1676.0,15.0,16.0,59.9487907324968,28.26227160443464
Kepler-80 d,d,Kepler-80,1,2,2014,Transit,Kepler,Space,1,6,Hadden Lithwick 2017,http://adsabs.harvard.edu/abs/2017AJ....154....5H/abstract,2018-06-26,0.01164,0.00252,0.00189,0.1894329896907216,,,,0.116,0.009,0.009,0.0775862068965517,3.07222,6e-05,4e-05,0.03488,0.00058,0.00078,Reference,0.0,,,0,,,,,,,,,,,,,Reference,,,,,,,,,,Computation,0.031,0.005,0.005,Reference,,,,,,,,,,K4V,4540.0,100.0,100.0,0.678,0.0023,0.023,0.6,0.03,0.04,0.04,0.08,0.08,[Fe/H],-0.77,0.077,0.06,4.639,0.012,0.012,2.0,1.0,1.0,,,,,,,15.23,0.172,0.172,12.954,0.023,0.023,12.253,0.02,0.02,373.23541259765625,5.382476806640625,4.176116943359375,296.1125756515733,0.0148659506812691,39.97874410987316,0.0176881607621908,2.6674531938620083,0.0182646419852972,-3.528439283370972,5.275500297546387,4555.34912109375,8.10205078125,4.779296875,0.487199991941452,0.0137999951839447,0.016099989414215,-0.6967102885246277,0.0118814351649142,0.012400047853589,4.610000133514404,0.0099000930786132,0.0104002952575683,13.292497634887695,0.2075023651123047,2.8786983489990234,,9.247772821378923,2.939666011775468,2.6244938241975992,165.25,5.84,7.67,998.0,9.0,12.0,0.6290246891052379,0.5213615615802808
Kepler-849 b,b,Kepler-849,4,2,2016,Transit,Kepler,Space,1,1,Dalba et al. 2024,https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract,2024-04-15,0.94,0.2,0.2,0.2127659574468085,0.94,0.2,0.2,0.721,0.027,0.029,0.0388349514563106,394.62508,0.00081,0.00079,1.137,0.034,0.03,Reference,0.078,0.069,0.053,0,5290.0,380.0,370.0,362.7,6.0,5.8,89.923,0.053,0.058,,,,Reference,2454835.0,67.0,77.0,-74.0,53.0,61.0,0.19,0.15,0.13,Reference,0.1651,0.0032,0.0019,Reference,24.01,0.094,0.077,2455010.8377,0.0016,0.0016,22.4,4.6,4.7,G0V,5950.0,140.0,130.0,1.82,0.07,0.07,1.26,0.12,0.1,0.145,0.059,0.058,[Fe/H],0.573,0.028,0.029,4.02,0.06,0.05,4.7,1.8,1.6,,,,,,,12.878,0.092,0.092,11.842,0.023,0.023,11.527,0.023,0.023,847.1060180664062,8.870361328125,10.0638427734375,290.8517957629144,0.0097667360678315,48.5213233595855,0.0097100362181663,1.2302226054345469,0.0102988239377737,-29.43276023864746,1.8499096632003784,5755.07861328125,5.97412109375,4.14697265625,-0.209999993443489,0.0156999975442886,0.010900005698204,0.5463239550590515,0.0068431491866562,0.006183264311403,3.8729000091552734,0.0102999210357666,0.009200096130371,6.486520290374756,0.6722517013549805,0.671422004699707,22.39,3.110141864952046,0.7483140901148075,0.7607433318735496,2.73,0.16,0.15,358.0,5.0,5.0,0.9404549171133756,0.1034061668177914
Kepler-87 b,b,Kepler-87,2,2,2013,Transit,Kepler,Space,1,2,Ofir et al. 2014,http://adsabs.harvard.edu/abs/2014A&A...561A.103O,2014-05-14,1.02,0.028,0.028,0.0274509803921568,1.01992,0.028,0.028,1.204,0.049,0.049,0.0406976744186046,114.73635,0.00015,0.00015,0.481,0.026,0.028,Reference,0.036,0.009,0.009,0,,,,478.0,4.0,4.0,89.274,0.034,0.03,,,,Reference,,,,238.6,27.6,27.6,0.727,0.014,0.017,Reference,0.462,0.043,0.043,Reference,,,,,,,,,,G6V,5600.0,50.0,50.0,1.82,0.04,0.04,1.1,0.05,0.05,-0.17,0.03,0.03,[Fe/H],,,,3.96,0.02,0.02,7.5,0.5,0.5,,,,,,,14.681,0.137,0.137,13.389,0.022,0.022,12.981,0.024,0.024,1185.05908203125,45.3946533203125,19.857666015625,297.9168423802531,0.0133268171921372,46.96511447523104,0.0148161286488175,0.7803122698615375,0.0154133224859833,1.2503606081008911,5.125568389892578,5510.3779296875,21.00341796875,24.52099609375,-0.1729999929666519,0.0211999863386154,0.0225000083446502,0.3071692585945129,0.014636281828706,0.016979606822133,4.205699920654297,0.0106000900268554,0.02239990234375,12.021373748779297,1.1648321151733398,1.129286766052246,39.88,0.7247343581317383,0.0906939613788363,0.0906939613788363,8.77,0.96,1.03,479.0,13.0,14.0,2.6484502339932936,0.5529785747344883
Kepler-9 b,b,Kepler-9,1,2,2010,Transit,Kepler,Space,1,3,Borsato et al. 2019,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3233B/abstract,2019-07-08,0.13655,0.00503,0.00629,0.0414500183083119,0.13653,0.00503,0.00629,0.74,0.048,0.038,0.0581081081081081,19.23891,6e-05,6e-05,0.143,0.007,0.006,Reference,0.0609,0.001,0.0013,0,,,,,,,88.982,0.007,0.005,-13.0,16.0,16.0,Wang et al. 2017,,,,357.0,0.5,0.4,0.59,0.06,0.05,Reference,0.628,0.086,0.07,Reference,4.243,0.13,0.06,2454977.512,0.065,0.065,,,,G2V,5774.0,60.0,60.0,0.96,0.02,0.02,1.02,0.03,0.04,0.05,0.07,0.07,[Fe/H],-0.038,0.026,0.027,4.49,0.02,0.03,2.0,2.0,1.3,,,,,,,13.922,0.08,0.08,12.71,0.021,0.021,12.337,0.021,0.021,602.4951171875,6.02490234375,5.715087890625,285.5739908219893,0.0098673431202769,38.40081716511676,0.0110667655244469,1.5823056863249398,0.0120056672021746,3.0911145210266118,3.4378340244293213,5728.974609375,35.02685546875,26.58935546875,-0.0362999998033046,0.0399999991059303,0.0291999988257884,-0.0238875020295381,0.006193913509826,0.0064916918054223,4.438300132751465,0.0268998146057128,0.0215001106262207,6.953117370605469,1.2121448516845703,1.2957181930541992,10.18,0.4178829819269669,0.0827619023247407,0.0671928251223796,46.37,4.55,3.9,726.0,18.0,15.0,34.20718997542012,3.5998577018754427
Kepler-9 c,c,Kepler-9,1,2,2010,Transit,Kepler,Space,1,3,Borsato et al. 2019,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3233B/abstract,2019-07-08,0.09408,0.00346,0.00409,0.040125425170068,0.09407,0.00346,0.00409,0.721,0.048,0.037,0.0589459084604715,38.9853,0.0003,0.0003,0.227,0.012,0.008,Reference,0.06691,0.0001,0.00012,0,,,,,,,89.188,0.005,0.006,,,,Reference,,,,167.5,0.1,0.1,0.74,0.04,0.04,Reference,0.596,0.083,0.066,Reference,4.565,0.12,0.12,2454968.84,0.2,0.2,,,,G2V,5774.0,60.0,60.0,0.96,0.02,0.02,1.02,0.03,0.04,0.05,0.07,0.07,[Fe/H],-0.038,0.026,0.027,4.49,0.02,0.03,2.0,2.0,1.3,,,,,,,13.922,0.08,0.08,12.71,0.021,0.021,12.337,0.021,0.021,602.4951171875,6.02490234375,5.715087890625,285.5739908219893,0.0098673431202769,38.40081716511676,0.0110667655244469,1.5823056863249398,0.0120056672021746,3.0911145210266118,3.4378340244293213,5728.974609375,35.02685546875,26.58935546875,-0.0362999998033046,0.0399999991059303,0.0291999988257884,-0.0238875020295381,0.006193913509826,0.0064916918054223,4.438300132751465,0.0268998146057128,0.0215001106262207,6.953117370605469,1.2121448516845703,1.2957181930541992,5.57,0.3112788794198814,0.0632146656457668,0.0497962887083063,18.41,1.95,1.3,577.0,15.0,10.0,36.49737440476288,1.7569451437779933
Kepler-91 b,b,Kepler-91,3,2,2013,Transit,Kepler,Space,1,1,Sato et al. 2015,http://adsabs.harvard.edu/abs/2015ApJ...802...57S,2015-02-05,0.66,0.06,0.06,0.0909090909090909,0.60919,0.05545,0.05546,1.4,0.04,0.04,0.0285714285714285,6.24668005,2.647e-05,2.647e-05,0.07264,0.00185,0.00185,Reference,0.0519,0.0095,0.0088,0,,,,,,,67.37,0.63,0.65,,,,Reference,,,,-57.2,8.7,7.1,0.9041,0.0061,0.0066,Reference,0.052,0.004,0.004,Reference,,,,2454969.38661,0.00346,0.00346,,,,K4V,4550.0,75.0,67.29,6.3,0.16,0.16,1.31,0.1,0.1,0.11,0.07,0.07,[Fe/H],1.225,0.042,0.046,2.953,0.007,0.007,4.86,2.13,2.13,6.8,0.2,0.2,,,,12.712,0.092,0.092,10.79,0.026,0.026,10.136,0.021,0.021,,,,285.6729032310592,0.0089286128059029,44.11675182798084,0.0097547443583607,0.7902779667687349,0.0100962789729237,-61.61114501953125,0.3611555099487304,,,,,,,,,,,,,,,,56.21,0.29827576505025,0.0372682427897057,0.0372682427897057,3185.91,210.34,218.66,2091.0,35.0,36.0,7.759484959273279,8.461719196557844
Kepler-93 b,b,Kepler-93,1,2,2014,Transit,Kepler,Space,1,2,Bonomo et al. 2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract,2023-04-17,0.01466,0.00167,0.00167,0.1139154160982264,0.01466,0.00167,0.00167,0.132,0.002,0.002,0.0151515151515151,4.72673978,9.7e-07,9.7e-07,0.05343,0.00065,0.00065,Reference,0.0,,,0,275.0,18.0,18.0,1133.0,17.0,17.0,89.183,0.044,0.044,,,,Reference,,,,,,,0.178,0.01,0.01,Reference,0.022,0.001,0.001,Reference,,,,2454944.29227,0.00013,0.00013,1.89,0.21,0.21,G5V,5669.0,75.0,75.0,0.92,0.01,0.01,0.91,0.03,0.03,-0.18,0.1,0.1,[Fe/H],,,,,,,6.6,0.9,0.9,,,,,,,9.996,0.004,0.004,8.771,0.019,0.019,8.37,0.019,0.019,95.74639892578124,0.1363983154296875,0.1409988403320312,291.41812236713093,0.0085905976593494,38.67231156503664,0.0097192758694291,10.41481216257857,0.0103967301547527,27.23785781860352,0.2096161693334579,5657.41259765625,20.419921875,4.5361328125,-0.2088000029325485,0.0146999955177307,0.0038999915122985,-0.0815282240509986,0.0038257591493507,0.0029275468550622,4.400700092315674,0.0099997520446777,0.0013999938964843,4.367531776428223,1.1008496284484863,1.303142786026001,1.89,7.904425608152732,0.9694718467981216,0.9694718467981216,290.34,7.15,7.12,1149.0,7.0,7.0,3.1586954014873903,2.233736915176534
