pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-1249 b,TOI-1249,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,13.07915100,0.109000,3.271,0.292,11.90000,0.03744,Mass,0.000000,,727,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5497.00,0.98,1.01,0.297,[Fe/H],4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h22m14.78s,200.5615762,+66d18m30.72s,66.3085331,139.4900000,11.0890000,9.1260000,10.6987000,2024-07-22,2024-06,2024-07-22
TOI-125 b,TOI-125,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,4.65382000,0.051860,2.726,0.243,9.50000,0.02989,Mass,0.194000,185.00,1037,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-125 c,TOI-125,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,9.15059000,0.081400,2.759,0.246,6.63000,0.02086,Mass,0.066000,77.59,828,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-125 d,TOI-125,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,19.98000000,0.137000,2.930,0.261,13.60000,0.04279,Mass,0.168000,26.70,638,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-1259 A b,TOI-1259 A,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,3.47797800,0.040700,11.456,1.022,140.16233,0.44100,Mass,0.000000,,963,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,,4775.00,0.71,0.74,-0.500,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m24.04s,282.1001665,+79d15m23.31s,79.2564761,118.1060000,12.0790000,9.6190000,11.8104000,2021-07-12,2021-11,2021-07-12
TOI-1260 b,TOI-1260,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,3.12746300,0.036700,2.410,0.215,8.56000,0.02693,Mass,0.000000,95.58,871,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,0.67,0.68,-0.100,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,11.9220000,8.9500000,11.5743000,2022-12-17,2022-12,2022-12-17
TOI-1260 c,TOI-1260,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,7.49313400,0.065700,2.760,0.246,13.20000,0.04153,Mass,0.000000,29.81,651,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,0.67,0.68,-0.100,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,11.9220000,8.9500000,11.5743000,2022-12-17,2022-12,2022-12-17
TOI-1260 d,TOI-1260,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.60816400,0.111600,3.120,0.278,11.84000,0.03725,Mass,0.000000,10.32,499,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,0.67,0.68,-0.100,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,11.9220000,8.9500000,11.5743000,2022-12-17,2022-12,2022-12-17
TOI-1266 b,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,10.89484100,0.072800,2.620,0.234,4.23000,0.01331,Mass,0.220000,5.50,425,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618.00,0.44,0.43,-0.195,[Fe/H],4.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,12.9410000,8.8400000,12.1222000,2024-03-25,2024-01,2024-03-25
TOI-1266 c,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,18.80161100,0.104700,2.130,0.190,2.88000,0.00906,Mass,0.340000,2.70,354,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618.00,0.44,0.43,-0.195,[Fe/H],4.79,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,12.9410000,8.8400000,12.1222000,2024-03-25,2024-01,2024-03-25
TOI-1268 b,TOI-1268,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,8.15770940,0.071100,9.100,0.812,96.40000,0.30331,Mass,0.105000,,919,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,K1-K2,5300.00,0.92,0.96,0.360,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h13m33.26s,198.3885831,+62d18m19.37s,62.3053799,109.5570000,10.9200000,8.9110000,10.6920000,2022-03-28,2022-01,2022-03-28
TOI-1269 b,TOI-1269,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.25299130,0.049600,2.401,0.214,6.40000,0.02014,Mass,0.000000,,1005,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5499.00,0.85,0.90,-0.049,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h38m47.19s,249.6966397,+64d33m33.05s,64.5591810,172.1380000,11.6180000,9.8900000,11.4712000,2024-07-23,2024-06,2024-07-23
TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.31599000,0.041700,4.132,0.369,27.00000,0.08495,Mass,0.350000,,975,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5065.00,0.79,0.88,0.182,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.5720000,11.7580000,9.7010000,11.6000000,2024-07-23,2024-06,2024-07-23
TOI-1273 b,TOI-1273,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,4.63129600,0.054900,11.097,0.990,70.55791,0.22200,Mass,0.055000,,1211,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,,5690.00,1.06,1.06,0.070,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h16m29.01s,214.1208564,+58d23m24.91s,58.3902534,177.1180000,10.9800000,9.4170000,10.8662000,2024-03-05,2024-02,2024-03-05
TOI-1278 b,TOI-1278,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,14.47567000,0.095000,12.218,1.090,5879.82553,18.50000,Mass,0.013000,,,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,M0 V,3799.00,0.57,0.54,-0.010,[Fe/H],4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,320.4784442,+35d38m55.05s,35.6486250,75.5759000,13.5020000,9.7350000,12.7543000,2021-08-03,2021-10,2021-08-03
